model,word,temperature,run,timestamp
claude-sonnet-4-6,tired,0.7000000000000001,80,2026-03-07 11:06:37.914370+00:00
claude-sonnet-4-6,tired,0.7000000000000001,81,2026-03-07 11:06:39.080430+00:00
claude-sonnet-4-6,tired,0.7000000000000001,82,2026-03-07 11:06:39.930699+00:00
claude-sonnet-4-6,tired,0.7000000000000001,83,2026-03-07 11:06:41.014498+00:00
claude-sonnet-4-6,tired,0.7000000000000001,84,2026-03-07 11:06:42.096293+00:00
claude-sonnet-4-6,tired,0.7000000000000001,85,2026-03-07 11:06:42.796295+00:00
claude-sonnet-4-6,tired,0.7000000000000001,86,2026-03-07 11:06:43.412623+00:00
claude-sonnet-4-6,tired,0.7000000000000001,87,2026-03-07 11:06:44.113122+00:00
claude-sonnet-4-6,tired,0.7000000000000001,88,2026-03-07 11:06:44.763679+00:00
claude-sonnet-4-6,tired,0.7000000000000001,89,2026-03-07 11:06:46.029160+00:00
claude-sonnet-4-6,tired,0.7000000000000001,90,2026-03-07 11:06:47.213981+00:00
claude-sonnet-4-6,tired,0.7000000000000001,91,2026-03-07 11:06:48.412749+00:00
claude-sonnet-4-6,tired,0.7000000000000001,92,2026-03-07 11:06:49.181656+00:00
claude-sonnet-4-6,ugh,0.7000000000000001,93,2026-03-07 11:06:50.213837+00:00
claude-sonnet-4-6,tired,0.7000000000000001,94,2026-03-07 11:06:50.813593+00:00
claude-sonnet-4-6,tired,0.7000000000000001,95,2026-03-07 11:06:51.964032+00:00
claude-sonnet-4-6,tired,0.7000000000000001,96,2026-03-07 11:06:53.429911+00:00
claude-sonnet-4-6,tired,0.7000000000000001,97,2026-03-07 11:06:54.197327+00:00
claude-sonnet-4-6,ugh,0.7000000000000001,98,2026-03-07 11:06:55.412824+00:00
claude-sonnet-4-6,tired,0.7000000000000001,99,2026-03-07 11:06:56.130365+00:00
claude-sonnet-4-6,tired,0.7000000000000001,100,2026-03-07 11:07:00.380306+00:00
claude-sonnet-4-6,tired,1.0,1,2026-03-07 11:14:43.619127+00:00
claude-sonnet-4-6,tired,1.0,2,2026-03-07 11:14:44.302542+00:00
claude-sonnet-4-6,tired,1.0,3,2026-03-07 11:14:45.018118+00:00
claude-sonnet-4-6,tired,1.0,4,2026-03-07 11:14:45.752339+00:00
claude-sonnet-4-6,tired,1.0,5,2026-03-07 11:14:46.919382+00:00
claude-sonnet-4-6,tired,1.0,6,2026-03-07 11:14:48.061650+00:00
claude-sonnet-4-6,tired,1.0,7,2026-03-07 11:14:48.764464+00:00
claude-sonnet-4-6,tired,1.0,8,2026-03-07 11:14:49.434661+00:00
claude-sonnet-4-6,tired,1.0,9,2026-03-07 11:14:50.102993+00:00
claude-sonnet-4-6,tired,1.0,10,2026-03-07 11:14:51.024268+00:00
claude-sonnet-4-6,tired,1.0,11,2026-03-07 11:14:51.692269+00:00
claude-sonnet-4-6,tired,1.0,12,2026-03-07 11:14:52.884846+00:00
claude-sonnet-4-6,tired,1.0,13,2026-03-07 11:14:53.525317+00:00
claude-sonnet-4-6,tired,1.0,14,2026-03-07 11:14:54.748273+00:00
claude-sonnet-4-6,tired,1.0,15,2026-03-07 11:14:55.468223+00:00
claude-sonnet-4-6,tired,1.0,16,2026-03-07 11:14:56.153056+00:00
claude-sonnet-4-6,tired,1.0,17,2026-03-07 11:14:57.680020+00:00
claude-sonnet-4-6,tired,1.0,18,2026-03-07 11:14:58.406020+00:00
claude-sonnet-4-6,tired,1.0,19,2026-03-07 11:14:59.614478+00:00
claude-sonnet-4-6,tired,1.0,20,2026-03-07 11:15:00.838291+00:00
claude-sonnet-4-6,tired,1.0,21,2026-03-07 11:15:01.903881+00:00
claude-sonnet-4-6,tired,1.0,22,2026-03-07 11:15:03.011830+00:00
claude-sonnet-4-6,honestly,1.0,23,2026-03-07 11:15:04.030065+00:00
claude-sonnet-4-6,tired,1.0,24,2026-03-07 11:15:05.228027+00:00
claude-sonnet-4-6,tired,1.0,25,2026-03-07 11:15:06.050344+00:00
claude-sonnet-4-6,tired,1.0,26,2026-03-07 11:15:06.929224+00:00
claude-sonnet-4-6,tired,1.0,27,2026-03-07 11:15:08.029845+00:00
claude-sonnet-4-6,tired,1.0,28,2026-03-07 11:15:09.248292+00:00
claude-sonnet-4-6,ugh,1.0,29,2026-03-07 11:15:10.428677+00:00
claude-sonnet-4-6,tired,1.0,30,2026-03-07 11:15:11.578062+00:00
claude-sonnet-4-6,tired,1.0,31,2026-03-07 11:15:12.197538+00:00
claude-sonnet-4-6,tired,1.0,32,2026-03-07 11:15:12.934823+00:00
claude-sonnet-4-6,tired,1.0,33,2026-03-07 11:15:13.535149+00:00
claude-sonnet-4-6,tired,1.0,34,2026-03-07 11:15:14.448880+00:00
claude-sonnet-4-6,tired,1.0,35,2026-03-07 11:15:15.782038+00:00
claude-sonnet-4-6,tired,1.0,36,2026-03-07 11:15:16.936591+00:00
claude-sonnet-4-6,tired,1.0,37,2026-03-07 11:15:17.923014+00:00
claude-sonnet-4-6,ugh,1.0,38,2026-03-07 11:15:19.088436+00:00
claude-sonnet-4-6,tired,1.0,39,2026-03-07 11:15:20.185221+00:00
claude-sonnet-4-6,tired,1.0,40,2026-03-07 11:15:21.442326+00:00
claude-sonnet-4-6,ugh,1.0,41,2026-03-07 11:15:22.654266+00:00
claude-sonnet-4-6,tired,1.0,42,2026-03-07 11:15:23.339813+00:00
claude-sonnet-4-6,tired,1.0,43,2026-03-07 11:15:24.457650+00:00
claude-sonnet-4-6,tired,1.0,44,2026-03-07 11:15:25.144522+00:00
claude-sonnet-4-6,tired,1.0,45,2026-03-07 11:15:26.393640+00:00
claude-sonnet-4-6,ugh,1.0,46,2026-03-07 11:15:27.547572+00:00
claude-sonnet-4-6,tired,1.0,47,2026-03-07 11:15:28.535550+00:00
claude-sonnet-4-6,ugh,1.0,48,2026-03-07 11:15:29.355116+00:00
claude-sonnet-4-6,tired,1.0,49,2026-03-07 11:15:30.632430+00:00
claude-sonnet-4-6,tired,1.0,50,2026-03-07 11:15:31.830967+00:00
claude-sonnet-4-6,tired,1.0,51,2026-03-07 11:15:33.391203+00:00
claude-sonnet-4-6,tired,1.0,52,2026-03-07 11:15:34.572496+00:00
claude-sonnet-4-6,ugh,1.0,53,2026-03-07 11:15:35.831460+00:00
claude-sonnet-4-6,tired,1.0,54,2026-03-07 11:15:37.981712+00:00
claude-sonnet-4-6,ugh,1.0,55,2026-03-07 11:15:39.018748+00:00
claude-sonnet-4-6,tired,1.0,56,2026-03-07 11:15:40.127549+00:00
claude-sonnet-4-6,tired,1.0,57,2026-03-07 11:15:40.912687+00:00
claude-sonnet-4-6,tired,1.0,58,2026-03-07 11:15:42.078170+00:00
claude-sonnet-4-6,ugh,1.0,59,2026-03-07 11:15:43.206098+00:00
claude-sonnet-4-6,honestly,1.0,60,2026-03-07 11:15:44.986775+00:00
claude-sonnet-4-6,tired,1.0,61,2026-03-07 11:15:46.350451+00:00
claude-sonnet-4-6,tired,1.0,62,2026-03-07 11:15:48.536582+00:00
claude-sonnet-4-6,tired,1.0,63,2026-03-07 11:15:49.947980+00:00
claude-sonnet-4-6,tired,1.0,64,2026-03-07 11:15:50.871425+00:00
claude-sonnet-4-6,tired,1.0,65,2026-03-07 11:15:51.612979+00:00
claude-sonnet-4-6,tired,1.0,66,2026-03-07 11:15:52.765050+00:00
claude-sonnet-4-6,tired,1.0,67,2026-03-07 11:15:53.857744+00:00
claude-sonnet-4-6,tired,1.0,68,2026-03-07 11:15:55.005869+00:00
claude-sonnet-4-6,ugh,1.0,69,2026-03-07 11:15:56.215903+00:00
claude-sonnet-4-6,tired,1.0,70,2026-03-07 11:15:56.995261+00:00
claude-sonnet-4-6,tired,1.0,71,2026-03-07 11:15:58.028788+00:00
claude-sonnet-4-6,honestly,1.0,72,2026-03-07 11:15:58.698264+00:00
claude-sonnet-4-6,tired,1.0,73,2026-03-07 11:15:59.413610+00:00
claude-sonnet-4-6,ugh,1.0,74,2026-03-07 11:16:00.617691+00:00
claude-sonnet-4-6,tired,1.0,75,2026-03-07 11:16:02.311064+00:00
claude-sonnet-4-6,tired,1.0,76,2026-03-07 11:16:03.125227+00:00
claude-sonnet-4-6,tired,1.0,77,2026-03-07 11:16:03.809003+00:00
claude-sonnet-4-6,tired,1.0,78,2026-03-07 11:16:04.742356+00:00
claude-sonnet-4-6,tired,1.0,79,2026-03-07 11:16:05.338786+00:00
claude-sonnet-4-6,tired,1.0,80,2026-03-07 11:16:06.234507+00:00
claude-sonnet-4-6,honestly,1.0,81,2026-03-07 11:16:07.360234+00:00
claude-sonnet-4-6,tired,1.0,82,2026-03-07 11:16:08.481164+00:00
claude-sonnet-4-6,tired,1.0,83,2026-03-07 11:16:10.536712+00:00
claude-sonnet-4-6,tired,1.0,84,2026-03-07 11:16:11.812181+00:00
claude-sonnet-4-6,tired,1.0,85,2026-03-07 11:16:12.926922+00:00
claude-sonnet-4-6,tired,1.0,86,2026-03-07 11:16:13.990590+00:00
claude-sonnet-4-6,tired,1.0,87,2026-03-07 11:16:15.211985+00:00
claude-sonnet-4-6,tired,1.0,88,2026-03-07 11:16:16.923473+00:00
claude-sonnet-4-6,tired,1.0,89,2026-03-07 11:16:17.705920+00:00
claude-sonnet-4-6,tired,1.0,90,2026-03-07 11:16:18.969971+00:00
claude-sonnet-4-6,tired,1.0,91,2026-03-07 11:16:19.755837+00:00
claude-sonnet-4-6,tired,1.0,92,2026-03-07 11:16:20.508292+00:00
claude-sonnet-4-6,tired,1.0,93,2026-03-07 11:16:21.702789+00:00
claude-sonnet-4-6,tired,1.0,94,2026-03-07 11:16:23.063251+00:00
claude-sonnet-4-6,honestly,1.0,95,2026-03-07 11:16:24.092512+00:00
claude-sonnet-4-6,tired,1.0,96,2026-03-07 11:16:25.306941+00:00
claude-sonnet-4-6,tired,1.0,97,2026-03-07 11:16:25.975476+00:00
claude-sonnet-4-6,tired,1.0,98,2026-03-07 11:16:27.718230+00:00
claude-sonnet-4-6,ugh,1.0,99,2026-03-07 11:16:28.567175+00:00
claude-sonnet-4-6,tired,1.0,100,2026-03-07 11:16:29.530076+00:00
deepseek-chat,oops,0.7000000000000001,1,2026-03-07 12:53:44.718594+00:00
deepseek-chat,oops,0.7000000000000001,2,2026-03-07 12:53:45.923666+00:00
deepseek-chat,oops,0.7000000000000001,3,2026-03-07 12:53:47.134631+00:00
deepseek-chat,oops,0.7000000000000001,4,2026-03-07 12:53:49.142421+00:00
deepseek-chat,oops,0.7000000000000001,5,2026-03-07 12:53:50.199941+00:00
deepseek-chat,oops,0.7000000000000001,6,2026-03-07 12:53:51.396931+00:00
deepseek-chat,oops,0.7000000000000001,7,2026-03-07 12:53:52.860310+00:00
deepseek-chat,oops,0.7000000000000001,8,2026-03-07 12:53:54.269815+00:00
deepseek-chat,oops,0.7000000000000001,9,2026-03-07 12:53:55.504991+00:00
deepseek-chat,oops,0.7000000000000001,10,2026-03-07 12:53:56.759511+00:00
deepseek-chat,oops,0.7000000000000001,11,2026-03-07 12:53:57.950325+00:00
deepseek-chat,oops,0.7000000000000001,12,2026-03-07 12:53:59.039773+00:00
deepseek-chat,oops,0.7000000000000001,13,2026-03-07 12:54:00.099542+00:00
deepseek-chat,oops,0.7000000000000001,14,2026-03-07 12:54:01.454936+00:00
deepseek-chat,oops,0.7000000000000001,15,2026-03-07 12:54:02.642297+00:00
deepseek-chat,oops,0.7000000000000001,16,2026-03-07 12:54:04.020003+00:00
deepseek-chat,oops,0.7000000000000001,17,2026-03-07 12:54:05.336948+00:00
deepseek-chat,oops,0.7000000000000001,18,2026-03-07 12:54:06.488876+00:00
deepseek-chat,oops,0.7000000000000001,19,2026-03-07 12:54:07.535966+00:00
deepseek-chat,oops,0.7000000000000001,20,2026-03-07 12:54:08.643491+00:00
deepseek-chat,oops,0.7000000000000001,21,2026-03-07 12:54:09.872361+00:00
deepseek-chat,oops,0.7000000000000001,22,2026-03-07 12:54:11.131287+00:00
deepseek-chat,oops,0.7000000000000001,23,2026-03-07 12:54:12.420838+00:00
deepseek-chat,oops,0.7000000000000001,24,2026-03-07 12:54:13.874056+00:00
deepseek-chat,oops,0.7000000000000001,25,2026-03-07 12:54:14.973007+00:00
deepseek-chat,oops,0.7000000000000001,26,2026-03-07 12:54:16.487405+00:00
deepseek-chat,oops,0.7000000000000001,27,2026-03-07 12:54:18.210819+00:00
deepseek-chat,oops,0.7000000000000001,28,2026-03-07 12:54:19.535699+00:00
deepseek-chat,oops,0.7000000000000001,29,2026-03-07 12:54:20.622966+00:00
deepseek-chat,oops,0.7000000000000001,30,2026-03-07 12:54:21.866972+00:00
deepseek-chat,oops,0.7000000000000001,31,2026-03-07 12:54:23.447077+00:00
deepseek-chat,oops,0.7000000000000001,32,2026-03-07 12:54:24.762891+00:00
deepseek-chat,oops,0.7000000000000001,33,2026-03-07 12:54:26.180203+00:00
deepseek-chat,oops,0.7000000000000001,34,2026-03-07 12:54:27.461099+00:00
deepseek-chat,oops,0.7000000000000001,35,2026-03-07 12:54:28.505231+00:00
deepseek-chat,oops,0.7000000000000001,36,2026-03-07 12:54:29.713662+00:00
deepseek-chat,oops,0.7000000000000001,37,2026-03-07 12:54:30.741888+00:00
deepseek-chat,oops,0.7000000000000001,38,2026-03-07 12:54:31.888099+00:00
deepseek-chat,oops,0.7000000000000001,39,2026-03-07 12:54:33.032751+00:00
deepseek-chat,oops,0.7000000000000001,40,2026-03-07 12:54:34.357365+00:00
deepseek-chat,oops,0.7000000000000001,41,2026-03-07 12:54:35.928749+00:00
deepseek-chat,oops,0.7000000000000001,42,2026-03-07 12:54:37.100746+00:00
deepseek-chat,oops,0.7000000000000001,43,2026-03-07 12:54:38.836575+00:00
deepseek-chat,oops,0.7000000000000001,44,2026-03-07 12:54:40.468673+00:00
deepseek-chat,oops,0.7000000000000001,45,2026-03-07 12:54:41.997524+00:00
deepseek-chat,oops,0.7000000000000001,46,2026-03-07 12:54:43.456150+00:00
deepseek-chat,oops,0.7000000000000001,47,2026-03-07 12:54:44.740462+00:00
deepseek-chat,oops,0.7000000000000001,48,2026-03-07 12:54:47.815158+00:00
deepseek-chat,oops,0.7000000000000001,49,2026-03-07 12:54:48.959040+00:00
deepseek-chat,oops,0.7000000000000001,50,2026-03-07 12:54:50.041950+00:00
deepseek-chat,oops,0.7000000000000001,51,2026-03-07 12:54:51.106730+00:00
deepseek-chat,oops,0.7000000000000001,52,2026-03-07 12:54:52.263565+00:00
deepseek-chat,oops,0.7000000000000001,53,2026-03-07 12:54:53.357809+00:00
deepseek-chat,oops,0.7000000000000001,54,2026-03-07 12:54:54.615170+00:00
deepseek-chat,oops,0.7000000000000001,55,2026-03-07 12:54:55.649438+00:00
deepseek-chat,oops,0.7000000000000001,56,2026-03-07 12:54:56.944470+00:00
deepseek-chat,oops,0.7000000000000001,57,2026-03-07 12:54:58.380642+00:00
deepseek-chat,oops,0.7000000000000001,58,2026-03-07 12:54:59.558800+00:00
deepseek-chat,oops,0.7000000000000001,59,2026-03-07 12:55:01.351688+00:00
deepseek-chat,oops,0.7000000000000001,60,2026-03-07 12:55:02.501549+00:00
deepseek-chat,oops,0.7000000000000001,61,2026-03-07 12:55:03.604426+00:00
deepseek-chat,oops,0.7000000000000001,62,2026-03-07 12:55:04.752249+00:00
deepseek-chat,oops,0.7000000000000001,63,2026-03-07 12:55:06.150560+00:00
deepseek-chat,oops,0.7000000000000001,64,2026-03-07 12:55:07.851901+00:00
deepseek-chat,oops,0.7000000000000001,65,2026-03-07 12:55:08.974577+00:00
deepseek-chat,oops,0.7000000000000001,66,2026-03-07 12:55:10.214516+00:00
deepseek-chat,oops,0.7000000000000001,67,2026-03-07 12:55:11.716857+00:00
deepseek-chat,oops,0.7000000000000001,68,2026-03-07 12:55:13.029302+00:00
deepseek-chat,oops,0.7000000000000001,69,2026-03-07 12:55:14.421908+00:00
deepseek-chat,oops,0.7000000000000001,70,2026-03-07 12:55:16.015042+00:00
deepseek-chat,oops,0.7000000000000001,71,2026-03-07 12:55:17.471404+00:00
deepseek-chat,oops,0.7000000000000001,72,2026-03-07 12:55:18.933505+00:00
deepseek-chat,oops,0.7000000000000001,73,2026-03-07 12:55:20.230720+00:00
deepseek-chat,oops,0.7000000000000001,74,2026-03-07 12:55:21.620356+00:00
deepseek-chat,oops,0.7000000000000001,75,2026-03-07 12:55:22.869279+00:00
deepseek-chat,oops,0.7000000000000001,76,2026-03-07 12:55:24.051845+00:00
deepseek-chat,oops,0.7000000000000001,77,2026-03-07 12:55:25.659945+00:00
deepseek-chat,oops,0.7000000000000001,78,2026-03-07 12:55:26.745545+00:00
deepseek-chat,oops,0.7000000000000001,79,2026-03-07 12:55:28.011042+00:00
deepseek-chat,oops,0.7000000000000001,80,2026-03-07 12:55:29.141812+00:00
deepseek-chat,oops,0.7000000000000001,81,2026-03-07 12:55:30.126123+00:00
deepseek-chat,oops,0.7000000000000001,82,2026-03-07 12:55:31.146409+00:00
deepseek-chat,oops,0.7000000000000001,83,2026-03-07 12:55:32.295139+00:00
deepseek-chat,oops,0.7000000000000001,84,2026-03-07 12:55:33.429537+00:00
deepseek-chat,oops,0.7000000000000001,85,2026-03-07 12:55:34.638387+00:00
deepseek-chat,oops,0.7000000000000001,86,2026-03-07 12:55:36.016059+00:00
deepseek-chat,oops,0.7000000000000001,87,2026-03-07 12:55:37.331239+00:00
deepseek-chat,oops,0.7000000000000001,88,2026-03-07 12:55:38.479173+00:00
deepseek-chat,oops,0.7000000000000001,89,2026-03-07 12:55:39.567464+00:00
deepseek-chat,oops,0.7000000000000001,90,2026-03-07 12:55:40.693282+00:00
deepseek-chat,oops,0.7000000000000001,91,2026-03-07 12:55:41.839963+00:00
deepseek-chat,oops,0.7000000000000001,92,2026-03-07 12:55:43.155421+00:00
deepseek-chat,oops,0.7000000000000001,93,2026-03-07 12:55:44.563435+00:00
deepseek-chat,oops,0.7000000000000001,94,2026-03-07 12:55:45.741867+00:00
deepseek-chat,oops,0.7000000000000001,95,2026-03-07 12:55:47.075958+00:00
deepseek-chat,oops,0.7000000000000001,96,2026-03-07 12:55:48.638915+00:00
deepseek-chat,oops,0.7000000000000001,97,2026-03-07 12:55:50.140868+00:00
deepseek-chat,oops,0.7000000000000001,98,2026-03-07 12:55:51.779608+00:00
deepseek-chat,oops,0.7000000000000001,99,2026-03-07 12:55:53.033295+00:00
deepseek-chat,oops,0.7000000000000001,100,2026-03-07 12:55:55.364827+00:00
deepseek-chat,oops,1.0,1,2026-03-07 12:55:56.571098+00:00
deepseek-chat,oops,1.0,2,2026-03-07 12:55:57.665290+00:00
deepseek-chat,oops,1.0,3,2026-03-07 12:55:59.042586+00:00
deepseek-chat,oops,1.0,4,2026-03-07 12:56:00.110920+00:00
deepseek-chat,oops,1.0,5,2026-03-07 12:56:01.412278+00:00
deepseek-chat,oops,1.0,6,2026-03-07 12:56:03.045886+00:00
deepseek-chat,oops,1.0,7,2026-03-07 12:56:04.357939+00:00
deepseek-chat,oops,1.0,8,2026-03-07 12:56:05.449695+00:00
deepseek-chat,oops,1.0,9,2026-03-07 12:56:06.998284+00:00
deepseek-chat,oops,1.0,10,2026-03-07 12:56:08.084132+00:00
deepseek-chat,oops,1.0,11,2026-03-07 12:56:09.390698+00:00
deepseek-chat,oops,1.0,12,2026-03-07 12:56:10.848743+00:00
deepseek-chat,oops,1.0,13,2026-03-07 12:56:12.159470+00:00
deepseek-chat,oops,1.0,14,2026-03-07 12:56:13.230102+00:00
deepseek-chat,oops,1.0,15,2026-03-07 12:56:14.295538+00:00
deepseek-chat,oops,1.0,16,2026-03-07 12:56:16.063832+00:00
deepseek-chat,oops,1.0,17,2026-03-07 12:56:17.196981+00:00
deepseek-chat,oops,1.0,18,2026-03-07 12:56:18.374663+00:00
deepseek-chat,oops,1.0,19,2026-03-07 12:56:20.048203+00:00
deepseek-chat,oops,1.0,20,2026-03-07 12:56:21.228636+00:00
deepseek-chat,oops,1.0,21,2026-03-07 12:56:22.616494+00:00
deepseek-chat,oops,1.0,22,2026-03-07 12:56:23.912804+00:00
deepseek-chat,oops,1.0,23,2026-03-07 12:56:25.268265+00:00
deepseek-chat,oops,1.0,24,2026-03-07 12:56:26.277702+00:00
deepseek-chat,oops,1.0,25,2026-03-07 12:56:27.437182+00:00
deepseek-chat,oops,1.0,26,2026-03-07 12:56:28.956699+00:00
deepseek-chat,oops,1.0,27,2026-03-07 12:56:30.253586+00:00
deepseek-chat,oops,1.0,28,2026-03-07 12:56:31.773658+00:00
